Group,Sub-group,Brand,Products,P/M,Logo,Comment,Updated,Barcode,Guideline-Product
Alcohol,Liqueurs,LeJay Lagoute,Apricot Brandy,P,,Products must be “ Product o f France”,NO DATE,,Product
Alcohol,Liqueurs,LeJay Lagoute,Creme d’Abricot,P,,Products must be “ Product o f France”,NO DATE,,Product
Alcohol,Liqueurs,LeJay Lagoute,Creme de Cassis de Dijon,P,,Products must be “ Product o f France”,NO DATE,,Product
Alcohol,Liqueurs,LeJay Lagoute,Cherry Brandy,P,,Products must be “ Product o f France”,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Sambuca Raspberry,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Sambuca Spiced Apple,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Sour Apple,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Sambuca Passione Nera,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Sambuca dei Cesari,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Sambuca Cranberry,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Sambuca Pomegranate,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Orange Bitter,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Kirsch de Cuisine,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Limoncello,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Amaretto di SasChira,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Luxardo,Passione Ambra,P,,Products must have London Beit Din hechsher.,NO DATE,,Product
Alcohol,Liqueurs,Malibu,Coconut Rum – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Liqueurs,Midori,Melon Liquor -  NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Liqueurs,Ouzo,Ouzo 12,P,,,NO DATE,,Product
Alcohol,Liqueurs,Pernod,Absinthe 68% 5,P,,,NO DATE,,Product
Alcohol,Liqueurs,Pernod,Absinthe 40% 5,P,,,NO DATE,,Product
Alcohol,Liqueurs,Pimms,No1 Cup – Must be “Product of Italy”,P,,,NO DATE,,Product
Alcohol,Liqueurs,Pimms,No 3 Winter Cup – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Liqueurs,Pimms,Vodka Cup - Must be “Product of Italy”,P,,,NO DATE,,Product
Alcohol,Liqueurs,Sabra,Available at Greys Ave Deli,P,,,NO DATE,,Product
Alcohol,Liqueurs,Sambuca,NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Liqueurs,Sheridans5,Cream Liqueur – Must be “Product of Ireland”,D,,,NO DATE,,Product
Alcohol,Liqueurs,Southern Comfort,Must be “Product of Ireland”,D,,,NO DATE,,Product
Alcohol,Liqueurs,Tia Maria,Orange – Product of Jamaica & NZ,D,,,NO DATE,,Product
Alcohol,Liqueurs,Tia Maria,Coffee – Product of Jamaica & UK,P,,,NO DATE,,Product
Alcohol,Liqueurs,Tia Maria,Orange – Product of Jamaica & UK,P,,,NO DATE,,Product
Alcohol,Liqueurs,Tia Maria,Coffee – Product of Jamaica & NZ,D,,,NO DATE,,Product
Alcohol,Mixes for Alcohol,Angostura,Bitters 5 – Must be product of “Trinidad”,P,,,NO DATE,,Product
Alcohol,Mixes for Alcohol,Angostura,Aromatic Bitters 22,P,,,NO DATE,,Product
Alcohol,Mixes for Alcohol,Pimms,No 1 Cup,P,,,NO DATE,,Product
Alcohol,Mixes for Alcohol,Pimms,No 3 Winter Cup – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Mixes for Alcohol,Pimms,Vodka Cup,P,,,NO DATE,,Product
Alcohol,Rum,Angostura,5 Yr Premium Gold,P,,Products must be “Product of Trinidad”,NO DATE,,Product
Alcohol,Rum,Angostura,1919,P,,Products must be “Product of Trinidad”,NO DATE,,Product
Alcohol,Rum,Angostura,5 Yr Premium Dark,P,,Products must be “Product of Trinidad”,NO DATE,,Product
Alcohol,Rum,Angostura,1824,P,,Products must be “Product of Trinidad”,NO DATE,,Product
Alcohol,Rum,Angostura,7 Yr Premium Dark,P,,Products must be “Product of Trinidad”,NO DATE,,Product
Alcohol,Rum,Angostura,3 Yr Premium Light,P,,Products must be “Product of Trinidad”,NO DATE,,Product
Alcohol,Rum,Bacardi,White,P,,Products must be “Product of Bahamas”,NO DATE,,Product
Alcohol,Rum,Bacardi,Limon,P,,Products must be “Product of Bahamas”,NO DATE,,Product
Alcohol,Rum,Bacardi,Rum – Product of Puerto Rico,P,,Products must be “Product of Bahamas”,NO DATE,,Product
Alcohol,Rum,Bacardi,Coco,P,,Products must be “Product of Bahamas”,NO DATE,,Product
Alcohol,Rum,Bacardi,Gold,P,,Products must be “Product of Bahamas”,NO DATE,,Product
Alcohol,Rum,Bacardi,8 Years Old,P,,Products must be “Product of Bahamas”,NO DATE,,Product
Alcohol,Rum,Bacardi,Anjejo Reserva,P,,Products must be “Product of Bahamas”,NO DATE,,Product
Alcohol,Rum,Bacardi,Berry,P,,Products must be “Product of Bahamas”,NO DATE,,Product
Alcohol,Rum,Bacardi,Apple,P,,Products must be “Product of Bahamas”,NO DATE,,Product
Alcohol,Rum,Cruzan,Unflavoured Dark and Light Only,P,,,NO DATE,,Product
Alcohol,Rum,Dom-Q Rum,All Flavours – Must have OU hechsher,P,OU,,NO DATE,,Product
Alcohol,Rum,Fernandes,Black Label – Must be “Product of West Indies”,P,,,NO DATE,,Product
Alcohol,Rum,Forres Park,Puncheon Rum - Must be “Product of West Indies”,P,,,NO DATE,,Product
Alcohol,Rum,Iceberg,Rum – Must have OU hechsher,P,OU,,NO DATE,,Product
Alcohol,Rum,Jumbi18,Rum – Must have OU hechsher,P,OU,,NO DATE,,Product
Alcohol,Rum,Old Oak,Gold,P,,,NO DATE,,Product
Alcohol,Rum,Old Oak,White Rum,P,,,NO DATE,,Product
Alcohol,Rum,Pampero,Anniverso – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Rum,Pampero,Blanco,P,,,NO DATE,,Product
Alcohol,Rum,Pampero,Especial,P,,,NO DATE,,Product
Alcohol,Rum,Stroh,Jagartee,NK,,,NO DATE,,Product
Alcohol,Rum,Stroh,Original,NK,,,NO DATE,,Product
Alcohol,Sake,Hakutsuru,Sake - Approved by London Beth  Din,P,,,NO DATE,,Product
Alcohol,Sake,Sun Masamune,Gorin,P,,,NO DATE,,Product
Alcohol,Sake,Sun Masamune,Nama,P,,,NO DATE,,Product
Alcohol,Sake,Sun Masamune,Goshu Dry,P,,,NO DATE,,Product
Alcohol,Sake,Sun Masamune,Go Shu 40,P,,,NO DATE,,Product
Alcohol,Sake,Sun Masamune,Goshu Blue,P,,,NO DATE,,Product
Alcohol,Sambuca,Luxardo,Sambuc a,P,,,NO DATE,,Product
Alcohol,Sambuca,Vaccari,Sambuc a,P,,,NO DATE,,Product
Alcohol,Sherry,,,No Value,,Sherry requires Rabbinic supervision.,NO DATE,,Guideline
Alcohol,Sherry,Kedem,Sherry Royale – ONLY when bearing OU-P or the logo of the Tzelmer Rav – Mevushal,P,OU,,NO DATE,,Product
Alcohol,Sherry,Tio Pepe,Sherry – ONLY when bearing hechsher of London Beit Din,P,L,,NO DATE,,Product
Alcohol,Tequila,,,No Value,,All brands are acceptable except those containing a worm.,NO DATE,,Guideline
Alcohol,Tequila,Cazadores,Reposado,P,,,NO DATE,,Product
Alcohol,Tequila,Cazadores,Blanco,P,,,NO DATE,,Product
Alcohol,Tequila,Cazadores,Anejo,P,,,NO DATE,,Product
Alcohol,Tequila,Don Bernardo,G – Must have OU hechsher,P,,,NO DATE,,Product
Alcohol,Tequila,Jose Cuervo,Traditional Resposada,P,,,NO DATE,,Product
Alcohol,Tequila,Jose Cuervo,Especial Silver,P,,,NO DATE,,Product
Alcohol,Tequila,Jose Cuervo,Especial Gold,P,,,NO DATE,,Product
Alcohol,Tequila,Sauza,Tres Generaciones Plata,P,,Products Must be “Product of Mexico”,NO DATE,,Product
Alcohol,Tequila,Sauza,Plata,P,,Products Must be “Product of Mexico”,NO DATE,,Product
Alcohol,Tequila,Sauza,Tres Generaciones Anejo,P,,Products Must be “Product of Mexico”,NO DATE,,Product
Alcohol,Tequila,Sauza,Tres Generaciones Reposado,P,,Products Must be “Product of Mexico”,NO DATE,,Product
Alcohol,Tequila,Sauza,Reposado,P,,Products Must be “Product of Mexico”,NO DATE,,Product
Alcohol,Tequila,Sauza,Gold,P,,Products Must be “Product of Mexico”,NO DATE,,Product
Alcohol,Tequila,Sauza,Hornitos Anejo,P,,Products Must be “Product of Mexico”,NO DATE,,Product
Alcohol,Tequila,Sauza,Commenerative,P,,Products Must be “Product of Mexico”,NO DATE,,Product
Alcohol,Tequila,Sauza,Bl anco,P,,Products Must be “Product of Mexico”,NO DATE,,Product
Alcohol,Tequila,Sol Dios,Anejo – must have OU hechsher,P,,,NO DATE,,Product
Alcohol,Tequila,Sol Dios,Platinum/Blanco – must have OU hechsher,P,,,NO DATE,,Product
Alcohol,Vermouth,,,No Value,,Vermouth requires Rabbinic supervision.,NO DATE,,Guideline
Alcohol,Vermouth,Cinzano,Bianco,NK,,,NO DATE,,Product
Alcohol,Vermouth,Kedem,ONLY when bearing OU hechsher,P,OU,,NO DATE,,Product
Alcohol,Vermouth,Martini,All Products,NK,,,NO DATE,,Product
Alcohol,Vodkas,,,No Value,,"All brands are acceptable, except those made with grape alcohol. NWS Kashrut Authority. ",NO DATE,,Guideline
Alcohol,Vodkas,42 Below,Vodka – Product of NZ. Made in dairy vessels.  Should not be used directly with meat.,P/DV,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Ruby Red,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Vanilla,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Peppar,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Raspberri,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Vodka,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Pear,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Mango,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Kurant,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Citron,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Ape a ch,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Mandarin,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolut...,Berry Acai,P,,,NO DATE,,Product
Alcohol,Vodkas,Absolute,Various – must have OU hechsher,P,OU,,NO DATE,,Product
Alcohol,Vodkas,Belvedere,Unflavoured,P,,,NO DATE,,Product
Alcohol,Vodkas,Chopin,Unflavoured,P,,,NO DATE,,Product
Alcohol,Vodkas,Ciroc,Vodka,NK,,,NO DATE,,Product
Alcohol,Vodkas,Finlandia,Unflavoured,P,,,NO DATE,,Product
Alcohol,Vodkas,Gordon,Orange,P,,Products Must have Chicago Rabbinical Council Hechsher,NO DATE,,Product
Alcohol,Vodkas,Gordon,Citrus,P,,Products Must have Chicago Rabbinical Council Hechsher,NO DATE,,Product
Alcohol,Vodkas,Gordon,Wild Berry,P,,Products Must have Chicago Rabbinical Council Hechsher,NO DATE,,Product
Alcohol,Vodkas,Grey Goose,Unflavoured,P,,,NO DATE,,Product
Alcohol,Vodkas,Grey Goose,La Poire,P,,,NO DATE,,Product
Alcohol,Vodkas,Grey Goose,Le Citron,P,,,NO DATE,,Product
Alcohol,Vodkas,Grey Goose,L’Orange,P,,,NO DATE,,Product
Alcohol,Vodkas,Iceberg,Unflavoured,P,,,NO DATE,,Product
Alcohol,Vodkas,Karloff,Vodka,D,,,NO DATE,,Product
Alcohol,Vodkas,Kettle One,Unflavoured,P,,,NO DATE,,Product
Alcohol,Vodkas,Kirov,Vodka,D,,,NO DATE,,Product
Alcohol,Vodkas,Old Thomas de Luxe,Vodka – Product must NOT be Made in South Africa,P,,,NO DATE,,Product
Alcohol,Vodkas,Provda,Unflavoured – Must have OU hechsher,P,OU,,NO DATE,,Product
Alcohol,Vodkas,R Jelinek,Plum Vodka - Must have OU hechsher,P,OU,,NO DATE,,Product
Alcohol,Vodkas,Savenkoff,Vodka - Product must NOT be Made in South Africa,P,,,NO DATE,,Product
Alcohol,Vodkas,Skyy,Citrus,P,,Products Must be “Product of USA ”,NO DATE,,Product
Alcohol,Vodkas,Skyy,Vodka - Unflavoured,P,,Products Must be “Product of USA ”,NO DATE,,Product
Alcohol,Vodkas,Skyy,Rasberry,P,,Products Must be “Product of USA ”,NO DATE,,Product
Alcohol,Vodkas,Skyy,Passionfruit,P,,Products Must be “Product of USA ”,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Silver Label,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Red Labe,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Penka - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Vanilla - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Apple - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Ice Black – Product of UK or Italy,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Cola Diet - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Norsk - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Cola - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Vodka Twists – Various Flavours - Must Have KSA Hechsher,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Cranberry – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Tonic - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Mojito - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Lime Vodka & Cola - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Blue Label 5 – Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Ice Red Can – Product of Netherlands,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Lime - Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Blue Label,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Black Label – Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Blueberry 5 – NOT KOSHER,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Grand Cosmopolitan – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Caipiroska – Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Green Apple – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Ice – Various Flavours – Must Have KSA Hechsher,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Ice Red - Product of UK or Italy,P,,,NO DATE,,Product
Alcohol,Vodkas,Smirnoff,Ice Unflavoured – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Vodkas,Stoli,Strasberi,P,,Products Must be “Product of UK ”,NO DATE,,Product
Alcohol,Vodkas,Stoli,Vanil,P,,Products Must be “Product of UK ”,NO DATE,,Product
Alcohol,Vodkas,Stoli,Razber r i,P,,Products Must be “Product of UK ”,NO DATE,,Product
Alcohol,Vodkas,Stoli,Ohranj,P,,Products Must be “Product of UK ”,NO DATE,,Product
Alcohol,Vodkas,Stoli,Gala Applik,P,,Products Must be “Product of UK ”,NO DATE,,Product
Alcohol,Vodkas,Stoli,Citros,P,,Products Must be “Product of UK ”,NO DATE,,Product
Alcohol,Vodkas,Stolichnaya,Various Flavours – Must Have OU hechsher,P,,,NO DATE,,Product
Alcohol,Vodkas,Stolichnaya,"Unflavoured – Elit, Gold & Red",P,,,NO DATE,,Product
Alcohol,Vodkas,Three Olives,Unflavoured,P,,,NO DATE,,Product
Alcohol,Vodkas,Ursus,Flavoured Vodkas – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Vodkas,Van Gogh,Various Flavours – Must Have Hechsher of Beit Din of Netherlands,P,,,NO DATE,,Product
Alcohol,Vodkas,Vladivar,Vodka Unflavoured – Product of UK,P,,,NO DATE,,Product
Alcohol,Vodkas,Vox,Unflavoured,P,,,NO DATE,,Product
Alcohol,Vodkas,Yevreyskaya,Unflavoured,P,,,NO DATE,,Product
Alcohol,Vodkas,Zubrowka,Flavoured Vodkas – NOT KOSHER,NK,,,NO DATE,,Product
Alcohol,Whisky / Whiskey ,Jameson,Irish Whiskey,P,,,NO DATE,,Product
Alcohol,Whisky / Whiskey ,Middleton,Irish Whiskey,P,,,NO DATE,,Product
Alcohol,Whisky / Whiskey ,Paddy,Irish Whiskey,P,,,NO DATE,,Product
Alcohol,Whisky / Whiskey ,Powers,Irish Whiskey,P,,,NO DATE,,Product
Alcohol,Whisky / Whiskey ,Tullamore Dew,Irish Whiskey,P,,,NO DATE,,Product
Alcohol,Wines,GooseBay(NZ),Pinot Gris - only bottles with hechsher,P,,,NO DATE,,Product
Alcohol,Wines,GooseBay(NZ),Chardonnay - only bottles with hechsher,P,,,NO DATE,,Product
Alcohol,Wines,GooseBay(NZ),Viognier - only bottles with hechsher,P,,,NO DATE,,Product
Alcohol,Wines,GooseBay(NZ),Sauvignon Blanc  NZ White Wine - only bottles with hechsher - mevushal,P,,,NO DATE,,Product
Alcohol,Wines,GooseBay(NZ),East Coast Pinot Noir NZ Red Wine - only bottles with hechsher - mevushal,P,,,NO DATE,,Product
Alcohol,Wines,O’Dwyer’s Creek (NZ),Chardonnay - At Greys Ave Deli & Wgtn Kosher Co-Op,P,OU & KKLA,,NO DATE,,Product
Alcohol,Wines,O’Dwyer’s Creek (NZ),Marlborough Sauvignon Blanc,P,OU & KKLA,,NO DATE,,Product
Baby Foods,,,,No Value,,ONLY baby food varieties which have been listed below should be used. However if your doctor or paediatrician requires a specific diet please contact your Rabbi for further advice.,NO DATE,,Guideline
Baby Foods,Baby Cereals,Earth’s Best,Teething Biscuits,P,NKA,,NO DATE,,Product
Baby Foods,Baby Cereals,Earth’s Best,Brown Rice Cereal,P,NKA,,NO DATE,,Product
Baby Foods,Baby Cereals,Farex (Aust),Original Mixed Cereal,P,KA,Must have ‘Made in Australia ’ on label.,NO DATE,,Product
Baby Foods,Baby Cereals,Farex (Aust),Baby Rice Cereal,P,KA,Must have ‘Made in Australia ’ on label.,NO DATE,,Product
Baby Foods,Baby Cereals,Farex (Aust),Apricot Porridge,D,KA,Must have ‘Made in Australia ’ on label.,NO DATE,,Product
Baby Foods,Baby Cereals,Heinz/Watties(Aust),Iron Enriched Baby’s First Rice Cereal,P,KA,,NO DATE,,Product
Baby Foods,Baby Cereals,Heinz/Watties(Aust),Iron Enriched Rice Cereal,P,KA,,NO DATE,,Product
Baby Foods,Baby Custards / Fruits / Gels / Vegetables,Heinz (Aust),"No longer acceptable. ALERT - May 2012 – All jars, cans & pouches & wet baby foods have been deleted by Kosher Australia, due to shared equipment & ingred changes.",NK,,,1/5/2000,,Product
Baby Formula,,Abbott10,Isomil Liquid,P,KA,,NO DATE,,Product
Baby Formula,,Abbott10,Isomil Powder,P,KA,,NO DATE,,Product
Baby Formula,,Heinz (NZ),Nurture 1 & 2,D,KA,Products must be ‘Product of New Zealand ’.,NO DATE,,Product
Baby Formula,,Heinz (NZ),GOLD RANGE – NOT KOSHER,NK,,Products must be ‘Product of New Zealand ’.,NO DATE,,Product
Baby Formula,,Karicare (NZ),Speciality Formula HA-AR All Ages,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),Karicare Aptamil Gold+2,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),Karicare 3 Toddler,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),Karicare Aptamil Gold+3,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),Speciality Formula AR All Ages,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),Karicare 2 Follow O n Formula,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),Karicare 1 New Baby,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),Karicare Aptamil Gold+1,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),From 6 Months Follow-on Formula 2,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),Speciality Formula HA All Ages,NK,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),From Birth Infant Formula 1,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),Gold Plus,D,KA,,NO DATE,,Product
Baby Formula,,Karicare (NZ),"The following Formulae have been investigated by The Kashrut Authority and are suitable for infants. They are all Dairy and Chalav Stam - not Chalav Yisrael. They contain ingredients, (including whey) that are kosher based upon the rulings of Rabbi Moshe Feinstein ZT""L. They also contain oils that are ""non mehadrin"". Note they need not be used in separate utensils. Product of New Zealand ONLY.",D,,,NO DATE,,Product
Baby Formula,,Nestle,Lactogen,D,NKA,,NO DATE,,Product
Baby Formula,,Wyeth,SMA Baby Formula5 “Product of Ireland ” ONLY,D,KA,,NO DATE,,Product
Baby Formula,,Wyeth,S-26 Original,D,KA,,NO DATE,,Product
Baby Formula,,Wyeth,S-26 Gold Soy “Product of Ireland ” ONLY,P,KA,,NO DATE,,Product
Baby Formula,Pain Killers for Babies,,,No Value,,"Dymadon, Panadol Drops, Paralgin Jnr Elixir & Infant Drops and Tempra Drops – pain killers contain non-kosher ingredients but may be used for infants & children unable to take tablets. In all cases, the safety of the child is of paramount concern, & one must not refrain from using non-kosher medication when medically required. Panadol & Panadeine also contain non-kosher ingredients. Their nature is such that the medications are acceptable for use by both children & adults.  ka",NO DATE,,Guideline
Baby Formula,Pain Killers for Babies,Wyeth,Tempra Drops & Syrups,P,NKA,,NO DATE,,Product
Baby Formula,Pain Killers for Babies,Wyeth,Panadol Drops & Elixir,P,NKA,,NO DATE,,Product
Baby Formula,Pain Killers for Babies,Wyeth,Paralgin Tablets,P,NKA,,NO DATE,,Product
Baby Formula,Pain Killers for Babies,Wyeth,Bonjela,P,NKA,,NO DATE,,Product
Baby Formula,Pain Killers for Babies,Wyeth,Dymadon Syrups & Elixirs,P,NKA,,NO DATE,,Product
Baking Ingredients,Baking Cake Mixes,Arrowhead (USA),"Brownie Mix – regular gluten free",D,OK,"
",NO DATE,,Product
Baking Ingredients,Baking & Cake Mixes,Arrowhead (USA),Chocolate Chip Cookie Mix,D,OK,"
",NO DATE,,Product
Baking Ingredients,Baking & Cake Mixes,Arrowhead (USA),Buttermilk Pancake & Waffle Mix,D,OK,"
",NO DATE,,Product
Baking Ingredients,Baking & Cake Mixes,Arrowhead (USA),Multigrain Pancake & Waffle Mix,D,OK,"
",NO DATE,,Product
Baking Ingredients,Baking & Cake Mixes,Arrowhead (USA),All Purpose Baking Mix,D,OK,"
",NO DATE,,Product
