Group,Sub-group,Brand,Products,P/M,Logo,Comment,Updated,Barcode,Guideline-Product
"Pasta, Rice & Pulses",Pasta,De Boles (USA),Angel Hair – wholewheat,P,OU,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,De Boles (USA),Penne – wholewhe a t,P,OU,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,De Boles (USA),Spaghetti – wholewheat,P,OU,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,De Boles (USA),Organic Pasta,P,,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,De Boles (USA),Spirals,P,OU,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,De Boles (USA),Gluten Free Rice Pasta,P,,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,De Boles (USA),Penne,P,OU,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,De Boles (USA),Spinach Fettucine,P,OU,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,De Boles (USA),Spaghetti,P,OU,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Diamond (Aust),All plain dried pasta is acceptable.,P,,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Dream Fields (USA),Authentic Spaghetti / Linguine,P,OU,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,EdenOrganic(USA),A range available. Check for hechsher.,P,OK,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Orgran (Aust),Dietetic Pasta Range,P,KA,A large range of gluten-free & wheat-free pasta products.  At supermarkets & Huckleberry. Must have a or hec hsher.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Orgran (Aust),Rice & Corn Pasta Range,P,KA,A large range of gluten-free & wheat-free pasta products.  At supermarkets & Huckleberry. Must have a or hec hsher.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Orgran (Aust),Organic Pasta Range,P,KA,A large range of gluten-free & wheat-free pasta products.  At supermarkets & Huckleberry. Must have a or hec hsher.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Orgran (Aust),Stone-Ground Pasta Range,P,KA,A large range of gluten-free & wheat-free pasta products.  At supermarkets & Huckleberry. Must have a or hec hsher.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Orgran (Aust),Italian Pasta Range,P,KA,A large range of gluten-free & wheat-free pasta products.  At supermarkets & Huckleberry. Must have a or hec hsher.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Orgran (Aust),Farm Animals Pasta Range,P,KA,A large range of gluten-free & wheat-free pasta products.  At supermarkets & Huckleberry. Must have a or hec hsher.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Orgran (Aust),Gourmet Pasta Range,P,KA,A large range of gluten-free & wheat-free pasta products.  At supermarkets & Huckleberry. Must have a or hec hsher.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Orgran (Aust),Various other s – must have hechsher KA,P,KA,A large range of gluten-free & wheat-free pasta products.  At supermarkets & Huckleberry. Must have a or hec hsher.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,San Remo (Aust),All regular San Remo pasta labelled ‘Product of Australia’ is Kosher,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Spirali,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Penne Rigati,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Mostaccioli,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Linguine,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Rigatoni,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Spaghettini,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Spaghetti,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Spaghettoni,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Large Instant Lasagne,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Angel Hair,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Fucili,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Bucatini,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Fusillini,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Denti Rigati,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Conchiglie,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Fettucine,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Fedelini,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pasta,Zafarelli (Aust),Elicoid ali,P,KA,Use only the products listed below.,NO DATE,,Product
"Pasta, Rice & Pulses",Pilaf,Casbah (USA),Rice Pilaf,P,KK,,NO DATE,,Product
"Pasta, Rice & Pulses",Pilaf,Casbah (USA),Saffroned Jasmine Rice Pilaf,P,KK,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Casalare,Koshi Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Casalare,Pasto Brown Rice Pagoda – Gluten Free,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Casalare,Long Grain Brown Rice – G luten F ree,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Casbah (USA),Saffroned Jasmine Rice Pilaf,P,KK,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Casbah (USA),RicePilaf,P,KK,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Lundberg (USA),Rice Sensations – Selection of flavours Must have hechsher,P,AA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Riso Scotti (Italy),Risotto,P,OU,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Premium White Long Grain Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Parb oiled Ric e – NOT KOSHER,NK,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Organic Rice White Long Grain,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,White Med. Grain Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Wild Blend Entertainer Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Quick Cooking Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Wild Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Jasmine Fragrant Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Quick Cooking Brown Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Japanese Style Sushi Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,“ 3 MINUTE ” RICE – NOT KOSHER,NK,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Jasmine Fragrant Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Arborio Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Brown Long Grain Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Arborio Mediterranean Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Doongara Clever Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Doongara White Long Grain,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Sun Rice,Brown Med. Grain Rice,P,KA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,CATERING SIZES,P,,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,Pure Wild,P,NKA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,Rice - Wholegrain,P,NKA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,Wild Rice Mix Natural,P,NKA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,Uncle Ben’s Rice - Boil in Bag,P,NKA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,Long Grain,P,NKA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,Long Grain Rice - Boil in Bag,P,NKA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,NOT KOSHER – All Uncle Ben’s seasoned or flavoured rice.,NK,ka,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,Long Grain & Wild Rice - Boil in Bag,P,NKA,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,NOT KOSHER – Express Rice (all flavours),NK,ldn,,NO DATE,,Product
"Pasta, Rice & Pulses",Rice,Uncle Ben’s,Basmati Rice - Boil in Bag,P,NKA,,NO DATE,,Product
"Pasta, Rice & Pulses",Tacos,Garden of Eatin’,Organic Corn Taco Shells – Huckleberry,P,KK,,NO DATE,,Product
"Pasta, Rice & Pulses",Tahina,Ceres /PureHarvest,Organic Tahini,P,,,NO DATE,,Product
"Pasta, Rice & Pulses",Tahina,Osem (Israel),Tahina,P,,,NO DATE,,Product
"Pasta, Rice & Pulses",Tahina,Telma (Israel),Tahina,P,,,NO DATE,,Product
Pastry,,Antoniou (Aust),Fillo Thick Style Pastry,P,NKA,,NO DATE,,Product
Pastry,,Antoniou (Aust),Fil l o Pastry – Preservative Free,P,NKA,,NO DATE,,Product
Pastry,,Antoniou (Aust),Fillo Wholemeal Pastry – Preservative Free,P,NKA,,NO DATE,,Product
Pickles & Relishes,,Bicks (Canada),Unfortunately Bicks are no longer imported into NZ.,P,,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Sweet Pickled Ginger,P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Pickled Ginger,P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Pickled Sushi Ginger (Ginger Garnish),P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Pickled Sushi Ginger (Ginger Natural),P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Green Ginger Puree,P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Ginger Puree (Citric),P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Pickled Ginger Sliced (Pink Natural),P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Ginger Puree (Acetic),P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Only some stock available in NZ.,P,,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Fresh Ginger Puree,P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Crushed Ginger in Lemon Juice,P,NKA,,NO DATE,,Product
Pickles & Relishes,,Buderim (Aust),Ginger Pulp,P,NKA,,NO DATE,,Product
Pickles & Relishes,,Delmaine (NZ),Delmaine Products are NOT KOSHER.,NK,,,NO DATE,,Product
Pickles & Relishes,,Eskal,Salad Olives,P,OU,Must have hechsher.,NO DATE,,Product
Pickles & Relishes,,Eskal,Olives (Hot Green),P,OU,Must have hechsher.,NO DATE,,Product
Pickles & Relishes,,Eskal,"Olives (Black Pitted, Green)",P,OU,Must have hechsher.,NO DATE,,Product
Pickles & Relishes,,Eskal,Dill Cucumbers,P,KA,Must have hechsher.,NO DATE,,Product
Pickles & Relishes,,Eskal,Thunder Crunch Gourmet Dill Cucumbers,P,OU,Must have hechsher.,NO DATE,,Product
Pickles & Relishes,,Eskal,"Horseradish (Red, White)",P,KA,Must have hechsher.,NO DATE,,Product
Pickles & Relishes,,Kvuzat Yavneh (Israel),Green Sliced Olives,P,,,NO DATE,,Product
Pickles & Relishes,,Kvuzat Yavneh (Israel),Cucumbers,P,,,NO DATE,,Product
Pickles & Relishes,,Kvuzat Yavneh (Israel),Pitted Green Olives,P,,,NO DATE,,Product
Pickles & Relishes,,Kvuzat Yavneh (Israel),Mini Eggplants,P,,,NO DATE,,Product
Pickles & Relishes,,La Mamma,A large variety available in retail stores – important - check for hechsher.,P,OU,,NO DATE,,Product
Pickles & Relishes,,Mario’s (Spain),Spanish Queen Olives,P,OU,,NO DATE,,Product
Pickles & Relishes,,Mario’s (Spain),Spanish Green Olivesstuffed w minced pimientos in brine.,P,OU,,NO DATE,,Product
Pickles & Relishes,,Mario’s (Spain),Spanish Green Olives,P,OU,,NO DATE,,Product
Pickles & Relishes,,Mario’s (Spain),"Spanish Black Oliveswhole, pitted or sliced",P,OU,,NO DATE,,Product
Pickles & Relishes,,Mario’s (Spain),Only jars with OU on label are kosher. A4 Catering Size Tins are acceptable without hechsher.,P,,,NO DATE,,Product
Pickles & Relishes,,Masterfoods (Aust),Squeezy Tomato Relish,P,NKA,,NO DATE,,Product
Pickles & Relishes,,Mezzetta (USA),Note - not all products are kosher – must have hechsher - at NW – - Roasted Bell Peppers - Deli Sliced Jalapeno Peppers - Hot Chili Peppers - Golden Peperoncini Peppers - Sweet Cherry Peppers,P,KSA,,NO DATE,,Product
Pickles & Relishes,,Mrs Balls (S Africa),Chutney – at Countdown - glass bottles ‘Best Before Date’ must be from Feb 2013 & later - Plastic Jars ‘Best Before Date’ must be from July 2012 & later - Chilli Chutney - Extra Hot Chutney - Lite Hot & Spicy Chutney - Lite Mild & Fruity Chutney - Original Chutney - Peach Chutney - Tomato Chutney,P,J,,NO DATE,,Product
Pickles & Relishes,,No mezzetta at cor,Olives (stuffed),P,T,,NO DATE,,Product
Pickles & Relishes,,Sandhurst(Aust),Green Olives - must have hechsher .,P,OU,,NO DATE,,Product
Pickles & Relishes,,Sera,must have hechsher. A variety available at NW. - Grape Leaves - Pickled Cucumbers - Pickled Peppers,P,OU,,NO DATE,,Product
Puddings – Instant,,Dr Oetker (Canada),Organic Pudding & Pie Filling Mixes - Choc / Vanilla / Mocha / Coconut,P,T,,NO DATE,,Product
Puddings – Instant,,Orgran (Aust),Chocolate Mousse Mix – gluten free,P,KA,,NO DATE,,Product
Salt & Salt Substitutes,,,,No Value,,"All brands Plain, Iodised, Rock & Sea Salt are acceptable.",NO DATE,,Guideline
Salt & Salt Substitutes,,A Vogel (Switzerland),Spicy Herb Seasoning Salt,P,,,NO DATE,,Product
Salt & Salt Substitutes,,A Vogel (Switzerland),Organic Seasoning Salt,P,KSA,,NO DATE,,Product
Salt & Salt Substitutes,,Dominion Salt (NZ),Salt,P,KKLA,,NO DATE,,Product
Salt & Salt Substitutes,,Maldon,Sea Salt,P,,,NO DATE,,Product
Salt & Salt Substitutes,,Pacific Salt (NZ),Marlborough Flaky Sea Salt,P,KKLA,,NO DATE,,Product
Sauces & Marinades,Curry Sauces,Sharwoods (UK),ALL SHARWOODS PRODUCTS ARE NO LONGER KOSHER.,NK,,,NO DATE,,Product
Sauces & Marinades,Marinades,Ina Paarman (S Africa),A range available. Must have hechsher.,P,J,,NO DATE,,Product
Sauces & Marinades,Marinades,Soy Vay (USA),Veri Veri Teriyaki Marinade,P,AA,,NO DATE,,Product
Sauces & Marinades,Marinades,Soy Vay (USA),Island Teriyaki Marinade,P,AA,,NO DATE,,Product
Sauces & Marinades,Pasta Sauces,Dolmio (Aust),Traditional Basil Pasta Sauce,P,NKA,MANY DOLMIO PRODUCTS HAVE BEEN DISCONTINUED OR DELETED – ONLY USE LISTED PRODUCTS.,NO DATE,,Product
Sauces & Marinades,Pasta Sauces,Natural Value,Organic Traditional Pasta Sauce,P,OU,,NO DATE,,Product
Sauces & Marinades,Pasta Sauces,Orgran (Aust),Tomato & Basil Pasta Sauce,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,All Gold(S Africa),Tomato Sauce – must have hechsher.,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Best Foods,Tartare Sauce,P,OU,,NO DATE,,Product
Sauces & Marinades,Sauces,Bragg,All Natural Bragg – All Purpose Seasoning,P,KSA,,NO DATE,,Product
Sauces & Marinades,Sauces,Buderim,Sweet Ginger Sauce,P,NKA,,NO DATE,,Product
Sauces & Marinades,Sauces,Coleman’s (UK),Mustard Powder,P,L,,NO DATE,,Product
Sauces & Marinades,Sauces,Coleman’s (UK),Mustard Mild,P,L,,NO DATE,,Product
Sauces & Marinades,Sauces,Coleman’s (UK),Tartare Sauce,P,L,,NO DATE,,Product
Sauces & Marinades,Sauces,Coleman’s (UK),Horseradish Sauce,P,L,,NO DATE,,Product
Sauces & Marinades,Sauces,Coleman’s (UK),Classic Mint Sauce,P,L,,NO DATE,,Product
Sauces & Marinades,Sauces,Coleman’s (UK),Mustard English,P,L,,NO DATE,,Product
Sauces & Marinades,Sauces,Coleman’s (UK),Fresh Garden Mint,P,L,,NO DATE,,Product
Sauces & Marinades,Sauces,ETA (Aust),BBQ Sauce,P,NKA,,NO DATE,,Product
Sauces & Marinades,Sauces,ETA (Aust),BBQ Sauce – Low Salt,P,NKA,,NO DATE,,Product
Sauces & Marinades,Sauces,Heinz (Aust),"Tomato Ketchup 8ml Satchel Single Serve – “ Product of NZ ” ONLY , Best Before after 1/8/14",P,KA,The following products must be “Made in” or “Product of” Australia or New Zealand as indicated.,NO DATE,,Product
Sauces & Marinades,Sauces,Heinz (Aust),"Tomato Ketchup (4 litre) – “ Product of NZ ” ONLY , Best Before after 1/11/13",P,KA,The following products must be “Made in” or “Product of” Australia or New Zealand as indicated.,NO DATE,,Product
Sauces & Marinades,Sauces,Heinz (Aust),Tomato Ketchup 500ml Squeezy – “ Product of Netherlands ”,P,KA,The following products must be “Made in” or “Product of” Australia or New Zealand as indicated.,NO DATE,,Product
Sauces & Marinades,Sauces,Heinz (Aust),"Organic Ketchup – “ Product of Australia ” , ”Product of NZ ”",P,KA,The following products must be “Made in” or “Product of” Australia or New Zealand as indicated.,NO DATE,,Product
Sauces & Marinades,Sauces,Heinz (Aust),"Big Red Tomato Sauce (4 litre) - “ Product of NZ ” ONLY , Best Before after 1/11/13",P,KA,The following products must be “Made in” or “Product of” Australia or New Zealand as indicated.,NO DATE,,Product
Sauces & Marinades,Sauces,Heinz (Aust),"Tomato Ketchup (500ml, 1 litre, 2 Litre) – “ Product of New Zealand ”",NK,KA,The following products must be “Made in” or “Product of” Australia or New Zealand as indicated.,NO DATE,,Product
Sauces & Marinades,Sauces,Heinz (Aust),"Big Red Tomato Sauce (500ml, 1 litre, 2 litre) – “Product of NZ” ONLY , Best Before after 1/2/15",P,KA,The following products must be “Made in” or “Product of” Australia or New Zealand as indicated.,NO DATE,,Product
Sauces & Marinades,Sauces,HP Sauce -Netherlands,BBQ Spicy Sauce,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,HP Sauce -Netherlands,The Original HP Sauce,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,HP Sauce -Netherlands,Brown Sauce,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,Ina Paarman(S Africa),Peri-Peri,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Ina Paarman(S Africa),Lemon & Herb,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Ina Paarman(S Africa),Basting Sauces,P,,,NO DATE,,Product
Sauces & Marinades,Sauces,Kan Tong (Aust),Golden Singapore Noodles,P,,,NO DATE,,Product
Sauces & Marinades,Sauces,Kan Tong (Aust),Teriyaki Sesame in Pouch,P,,,NO DATE,,Product
Sauces & Marinades,Sauces,Kan Tong (Aust),Sweet Thai Chilli Extra Mild,P,,,NO DATE,,Product
Sauces & Marinades,Sauces,Kan Tong (Aust),KAN TONG INSPIRATIONS,P,,,NO DATE,,Product
Sauces & Marinades,Sauces,Kan Tong (Aust),Teriyaki - DAIRY,P,,,NO DATE,,Product
Sauces & Marinades,Sauces,Kan Tong (Aust),Honey Soy & Garlic in  Pouch,P,,,NO DATE,,Product
Sauces & Marinades,Sauces,Kikkoman,Teriyaki Sauce NOT KOSHER,NK,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,Kikkoman,Soy Sauce – Product of Singapore ONLY,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,Kikkoman,Soy Sauce Gluten Free – Product of Singapore ONLY,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,Kikkoman,Less Salt Soy Sauce  NOT KOSHER,NK,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,Lea & Perrins (UK),Worcestershire Sauce - (contains anchovies – not for use with meat ),P,L,,NO DATE,,Product
Sauces & Marinades,Sauces,Louisiana Hot Sauce (USA),Crystal Extra Hot Sauce,P,OU,,NO DATE,,Product
Sauces & Marinades,Sauces,Masterfoods (Aust),Tomato Sauce - Squeezy,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,Masterfoods (Aust),MASTERFOODS CATERING PACKS OF SAUCES – NOT KOSHER . Kosher Aust. 06.11,NK,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,McIlhenny (USA),Tabasco Green Pepper Sauce,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,McIlhenny (USA),Tabasco Red Pepper Sauce,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,McIlhenny (USA),Tabasco Chipotle Sauce,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,McIlhenny (USA),Tabasco Garlic Sauce,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,Nando’s(S Africa),Roasted Reds Cooking Sauce with Mild Peri Peri,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Nando’s(S Africa),Curry Coconut Cooking Sauce with Medium Peri Peri,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Nando’s(S Africa),Lime & Coriander Marinade,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Nando’s(S Africa),Moroccan Curry Cooking Sauce,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Ocean Spray (USA),Jellied Cranberry Sauce,P,OU,,NO DATE,,Product
Sauces & Marinades,Sauces,Orgran (Aust),Tomato & Basil Pasta Sauce – Must have hechsher.,P,KA,,NO DATE,,Product
Sauces & Marinades,Sauces,Pouyoukas(S Africa),Habanero Pepper Sauce,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Pouyoukas(S Africa),Lemon Herb & Chilli Sauce,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Pouyoukas(S Africa),Green Jalapeno Sauce,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Sharwoods (UK),SHARWOODS SAUCES ARE NO LONGER KOSHER.,NK,L,,NO DATE,,Product
Sauces & Marinades,Sauces,Watties (Aus),Tomato Sauce – “Product of Australia” ONLY,NK,,,NO DATE,,Product
Sauces & Marinades,Sauces,Watties(NZ),Tomato Sauce & Tomato Ketchup,NK,KA,,1/1/2000,,Product
Sauces & Marinades,Sauces,Wellington’s(S Africa),Hot Chilli Sauce,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Wellington’s(S Africa),Garlic Chilli Sauce – all at Inside Africa,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Wellington’s(S Africa),Worcestershire Sauce,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Wellington’s(S Africa),Mild Chutney,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Wellington’s(S Africa),Smooth Chutney,P,J,,NO DATE,,Product
Sauces & Marinades,Sauces,Wellington’s(S Africa),Sweet Chilli Sauce,P,J,,NO DATE,,Product
Soups,,Aka Miso,Miso Organic,P,OU,,NO DATE,,Product
Soups,,Amy’s (USA),Organic  Sweetcorn Chowder,P,,,NO DATE,,Product
Soups,,Amy’s (USA),Organic Low Fat Minestrone Soup,P,,,NO DATE,,Product
Soups,,Amy’s (USA),Organic Chunky Vegetable,P,,,NO DATE,,Product
Soups,,Heinz(NZ),Big Red Tomato Soup,P,,,NO DATE,,Product
Soups,,Heinz(NZ),“Poduct of New Zealand” ONLY,P,,,NO DATE,,Product
Soups,,Heinz(NZ),Tomato Soup – Low Salt,P,,,NO DATE,,Product
Soups,,Imagine (USA),Organic Creamy Butternut Squash Soup,P,OU,Available at Health Food Stores (in tetrapaks).,NO DATE,,Product
Soups,,Imagine (USA),Organic Creamy Tomato Soup,P,OU,Available at Health Food Stores (in tetrapaks).,NO DATE,,Product
Soups,,Imagine (USA),Organic Vegetable Broth,P,OU,Available at Health Food Stores (in tetrapaks).,NO DATE,,Product
Soups,,Mitoku (Japan),Miso Soups – must have hechsher.,P,OK,,NO DATE,,Product
Soups,,Orgran (Aust),Tomato Soup for Cup,P,KA,,NO DATE,,Product
Soups,,Pacific Natural Foods (USA),Tetrapak – at Huckleberry - Butternut Squash - French Onion - Red Roast Pepper & Tomato - Tomato,P,,,NO DATE,,Product
Soups,Soup Croutons,Dare (Canada),Garlic,P,OU,,NO DATE,,Product
Soups,Soup Croutons,Dare (Canada),Caesar,D,OU,,NO DATE,,Product
Soups,Soup Croutons,Dare (Canada),Classic Croutons - At NW,P,,,NO DATE,,Product
Soups,Soup Croutons,Dare (Canada),Plain,P,OU,,NO DATE,,Product
Soups,Soup Croutons,Osem,Mini Croutons,P,OU,,NO DATE,,Product
"Spices, Herbs & Seasonings",,Greggs (NZ),All plain herbs & spices are acceptable. BLENDS ARE NOT ACCEPTABLE.,P,,,NO DATE,,Product
"Spices, Herbs & Seasonings",,Ina Paarman(S Africa),Seasoned Sea Salt,P,J,,NO DATE,,Product
"Spices, Herbs & Seasonings",,Ina Paarman(S Africa),Lemon & Rosemary Seasoning,P,J,,NO DATE,,Product
"Spices, Herbs & Seasonings",,Ina Paarman(S Africa),Herbs & Spices – at Inside Africa Stores. must have hechsher.,P,J,M ust have hechsher.,NO DATE,,Product
"Spices, Herbs & Seasonings",,Ina Paarman(S Africa),Braai & Grill Seasoning,P,J,,NO DATE,,Product
"Spices, Herbs & Seasonings",,Ina Paarman(S Africa),Lemon Pepper,P,J,,NO DATE,,Product
"Spices, Herbs & Seasonings",,Jane’s (USA),Original Mix-Up Salt,P,OU,,NO DATE,,Product
"Spices, Herbs & Seasonings",,Masterfoods (Aust),"Onion Flakes, powder",P,NKA,"In addition to single herbs and spices which are kosher, the following potentially problematic and mixed spices are kosher. They are acceptable in Regular & Catering Pack sizes. Please note some spice blends have been deleted from the list",NO DATE,,Product
"Spices, Herbs & Seasonings",,Masterfoods (Aust),Mixed Spice,P,NKA,"In addition to single herbs and spices which are kosher, the following potentially problematic and mixed spices are kosher. They are acceptable in Regular & Catering Pack sizes. Please note some spice blends have been deleted from the list",NO DATE,,Product
"Spices, Herbs & Seasonings",,Masterfoods (Aust),"Paprika – ground, smoked",P,NKA,"In addition to single herbs and spices which are kosher, the following potentially problematic and mixed spices are kosher. They are acceptable in Regular & Catering Pack sizes. Please note some spice blends have been deleted from the list",NO DATE,,Product
